dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1487415600,2017-02-18 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.3,10000,8.04,13.51,10.92,17.7,1018,,,66,0.5,0,,,,,,0,800,Clear,sky is clear,01d
1487419200,2017-02-18 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.82,10000,6.81,14.89,12.57,19.79,1019,,,55,1,0,,,,,,0,800,Clear,sky is clear,01d
1487422800,2017-02-18 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.46,10000,6.32,17.54,15.36,22.83,1019,,,45,1,0,,,,,,0,800,Clear,sky is clear,01d
1487426400,2017-02-18 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.63,10000,9.2,21.02,18.96,26.61,1019,,,45,1,0,,,,,,0,800,Clear,sky is clear,01d
1487430000,2017-02-18 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.89,10000,10.56,23.46,21.58,28.82,1019,,,43,2.1,230,,,,,,0,800,Clear,sky is clear,01d
1487433600,2017-02-18 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.81,10000,10.43,25.44,23.69,30.81,1018,,,38,3.1,0,,,,,,0,800,Clear,sky is clear,01d
1487437200,2017-02-18 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.89,10000,10.59,27.21,25.85,32.76,1017,,,34,4.1,210,,,,,,0,800,Clear,sky is clear,01d
1487440800,2017-02-18 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.8,10000,8.15,26.91,26.62,29.26,1016,,,29,5.7,150,,,,,,0,800,Clear,sky is clear,01d
1487444400,2017-02-18 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.43,10000,9.03,28.12,27.11,33.95,1017,,,28,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1487448000,2017-02-18 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.53,10000,8.02,28.1,27.21,33.95,1016,,,26,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1487451600,2017-02-18 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.29,10000,7.82,27.9,26.85,33.47,1016,,,26,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1487455200,2017-02-18 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.33,10000,7.24,26.55,24.48,31.08,1016,,,28,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1487458800,2017-02-18 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.53,10000,7.17,24.95,22.68,29.31,1016,,,31,5.7,210,,,,,,0,800,Clear,sky is clear,01d
1487462400,2017-02-19 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.24,10000,6.52,22.51,20.46,27.41,1016,,,34,5.7,210,,,,,,0,800,Clear,sky is clear,01n
1487466000,2017-02-19 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.74,10000,6.5,21.98,19.84,26.62,1017,,,35,5.1,200,,,,,,0,800,Clear,sky is clear,01n
1487469600,2017-02-19 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.65,10000,7.64,19.89,17.38,24.27,1017,,,43,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1487473200,2017-02-19 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.64,10000,7.39,18.83,15.66,23.01,1017,,,45,2.6,150,,,,,,0,800,Clear,sky is clear,01n
1487476800,2017-02-19 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.53,10000,7.29,18.71,15.38,23.13,1016,,,45,1.5,140,,,,,,0,800,Clear,sky is clear,01n
1487480400,2017-02-19 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.21,10000,7.03,17.34,13.73,21.84,1016,,,48,1,0,,,,,,0,800,Clear,sky is clear,01n
1487484000,2017-02-19 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.25,10000,9.42,16.6,13.1,21.33,1015,,,60,1,340,,,,,,0,800,Clear,sky is clear,01n
1487487600,2017-02-19 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.26,10000,8.93,16.56,12.68,20.99,1015,,,58,1,180,,,,,,0,800,Clear,sky is clear,01n
1487491200,2017-02-19 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.87,10000,8.57,16.13,11.93,20.59,1015,,,58,1,0,,,,,,0,800,Clear,sky is clear,01n
1487494800,2017-02-19 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.22,10000,9.15,16.54,11.98,20.53,1015,,,59,2.1,130,,,,,,0,800,Clear,sky is clear,01n
1487498400,2017-02-19 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.37,10000,10.24,15.81,11.91,19.78,1015,,,67,0,0,,,,,,0,800,Clear,sky is clear,01n
1487502000,2017-02-19 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.98,8000,10.73,15.49,12.12,19.56,1016,,,71,1.5,350,,,,,,0,800,Clear,sky is clear,01d
1487505600,2017-02-19 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.84,10000,9.98,17.25,14.62,22.53,1016,,,60,1.5,50,,,,,,0,800,Clear,sky is clear,01d
1487509200,2017-02-19 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.63,10000,9.55,20.03,17.51,25.46,1017,,,49,1,0,,,,,,0,800,Clear,sky is clear,01d
1487512800,2017-02-19 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.92,10000,9.51,23.41,21.23,28.91,1017,,,40,1.5,0,,,,,,0,800,Clear,sky is clear,01d
1487516400,2017-02-19 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.8,10000,9.61,25.38,23.38,30.88,1017,,,36,1,0,,,,,,0,800,Clear,sky is clear,01d
1487520000,2017-02-19 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.03,10000,7.99,26.44,24.36,31.72,1016,,,30,2.1,130,,,,,,0,800,Clear,sky is clear,01d
1487523600,2017-02-19 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.93,10000,9.46,28.55,27.78,34.9,1016,,,28,4.1,190,,,,,,0,800,Clear,sky is clear,01d
1487527200,2017-02-19 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.11,10000,9.36,29.51,30.96,32.1,1014,,,26,4.6,160,,,,,,0,800,Clear,sky is clear,01d
1487530800,2017-02-19 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.26,10000,7.03,29.4,28.83,35.62,1015,,,22,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1487534400,2017-02-19 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.21,10000,6.31,29.31,28.78,35.33,1014,,,21,7.7,210,,,,,,0,800,Clear,sky is clear,01d
1487538000,2017-02-19 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.13,10000,8.19,29.4,28.63,35.01,1014,,,24,7.7,210,,,,,,0,800,Clear,sky is clear,01d
1487541600,2017-02-19 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.38,10000,6.11,27.84,26.78,33.18,1014,,,23,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1487545200,2017-02-19 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.92,10000,6.09,26.84,25.18,31.89,1014,,,25,6.2,210,,,,,,0,800,Clear,sky is clear,01d
1487548800,2017-02-20 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.77,10000,6.41,25.16,22.86,29.82,1013,,,29,5.1,210,,,,,,0,800,Clear,sky is clear,01n
1487552400,2017-02-20 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.62,10000,6.39,23.95,21.36,28.49,1015,,,31,4.6,190,,,,,,0,800,Clear,sky is clear,01n
1487556000,2017-02-20 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.03,10000,7.96,22.38,19.24,26.84,1015,,,38,3.1,140,,,,,,0,800,Clear,sky is clear,01n
1487559600,2017-02-20 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.13,10000,7.91,21.44,17.94,26.1,1015,,,40,1.5,130,,,,,,0,800,Clear,sky is clear,01n
1487563200,2017-02-20 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.53,10000,8.44,20.86,17.4,25.62,1015,,,43,1.5,150,,,,,,0,800,Clear,sky is clear,01n
1487566800,2017-02-20 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.61,10000,7.69,18.83,15.48,23.58,1015,,,46,1.5,100,,,,,,0,800,Clear,sky is clear,01n
1487570400,2017-02-20 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.8,10000,10.11,18.22,15.33,23.27,1014,,,57,0.5,0,,,,,,0,800,Clear,sky is clear,01n
1487574000,2017-02-20 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.88,10000,9.65,18.26,15.26,23.2,1014,,,55,1,0,,,,,,0,800,Clear,sky is clear,01n
1487577600,2017-02-20 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.83,4000,9.72,17.21,14.18,22.13,1014,,,59,2.1,30,,,,,,0,711,Smoke,smoke,50n
1487581200,2017-02-20 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.65,4000,9.3,16.99,14.3,22.06,1014,,,58,1.5,340,,,,,,0,711,Smoke,smoke,50n
1487584800,2017-02-20 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.78,6000,7.55,17.97,14.82,22.36,1014,,,48,2.1,20,,,,,,0,800,Clear,sky is clear,01n
1487588400,2017-02-20 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.53,3000,9.18,16.85,13.98,21.21,1014,,,58,0.5,0,,,,,,0,711,Smoke,smoke,50d
1487592000,2017-02-20 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.07,3000,8.9,17.37,15.95,19.49,1015,,,55,1,0,,,,,,0,711,Smoke,smoke,50d
1487595600,2017-02-20 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.18,4000,7.96,21.5,19.16,27.23,1015,,,40,0.5,0,,,,,,0,711,Smoke,smoke,50d
1487599200,2017-02-20 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,6000,7.57,25.99,23.37,31.13,1015,,,31,0.5,0,,,,,,0,800,Clear,sky is clear,01d
1487602800,2017-02-20 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.6,8000,8.48,26.81,25.09,32.72,1015,,,30,1.5,240,,,,,,0,800,Clear,sky is clear,01d
1487606400,2017-02-20 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.11,10000,8.22,27.8,26.6,34.12,1015,,,27,2.6,190,,,,,,0,800,Clear,sky is clear,01d
1487610000,2017-02-20 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,6.8,29.16,28.36,35.56,1014,,,22,4.6,170,,,,,,0,800,Clear,sky is clear,01d
1487613600,2017-02-20 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.94,10000,5.46,29.87,29.13,36.2,1013,,,19,5.7,210,,,,,,0,800,Clear,sky is clear,01d
1487617200,2017-02-20 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,32.41,10000,4.25,30.22,29.66,36.56,1013,,,17,4.6,190,,,,,,0,800,Clear,sky is clear,01d
1487620800,2017-02-20 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.98,10000,3.91,29.83,28.99,35.63,1013,,,17,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1487624400,2017-02-20 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.52,10000,8.52,29.77,28.37,35.16,1013,,,24,6.7,220,,,,,,0,800,Clear,sky is clear,01d
1487628000,2017-02-20 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.32,10000,9.46,28.08,26.32,32.86,1013,,,29,7.2,210,,,,,,0,800,Clear,sky is clear,01d
1487631600,2017-02-20 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.6,10000,9.44,26.9,24.78,31.52,1013,,,32,7.2,210,,,,,,0,800,Clear,sky is clear,01d
1487635200,2017-02-21 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.36,10000,8.38,24.84,22.62,29.75,1013,,,34,6.7,210,,,,,,0,800,Clear,sky is clear,01n
1487638800,2017-02-21 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.38,10000,9.55,23.89,21.52,28.65,1014,,,39,4.6,160,,,,,,0,800,Clear,sky is clear,01n
1487642400,2017-02-21 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.63,10000,9.62,23.12,19.71,27.51,1015,,,41,2.6,130,,,,,,0,800,Clear,sky is clear,01n
1487646000,2017-02-21 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.06,10000,10.86,21.6,18.01,26.15,1015,,,49,2.6,150,,,,,,0,800,Clear,sky is clear,01n
1487649600,2017-02-21 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.62,10000,11.64,21.22,17.49,25.84,1015,,,53,1.5,150,,,,,,0,800,Clear,sky is clear,01n
1487653200,2017-02-21 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.11,10000,11.07,19.64,15.9,24.16,1015,,,56,1,0,,,,,,0,800,Clear,sky is clear,01n
1487656800,2017-02-21 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.29,10000,12.79,19,15.5,23.57,1014,,,66,1,0,,,,,,0,800,Clear,sky is clear,01n
1487660400,2017-02-21 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.53,10000,12.31,19.18,15.58,23.71,1014,,,63,1,0,,,,,,0,800,Clear,sky is clear,01n
1487664000,2017-02-21 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.46,10000,11.29,18.01,14.83,22.94,1014,,,63,1,0,,,,,,0,800,Clear,sky is clear,01n
1487667600,2017-02-21 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.64,8000,12.4,18.31,15.05,23.19,1014,,,67,0,0,,,,,,0,800,Clear,sky is clear,01n
1487671200,2017-02-21 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.11,8000,12.84,18.83,15.7,23.32,1014,,,67,1.5,290,,,,,,0,800,Clear,sky is clear,01n
1487674800,2017-02-21 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.46,8000,12.23,18.11,15.31,22.53,1015,,,67,1,330,,,,,,0,800,Clear,sky is clear,01d
1487678400,2017-02-21 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.76,6000,12.76,19.46,16.6,24.54,1015,,,64,1.5,350,,,,,,0,800,Clear,sky is clear,01d
1487682000,2017-02-21 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.64,8000,12.49,21.32,18.72,26.8,1015,,,56,2.1,20,,,,,,0,800,Clear,sky is clear,01d
1487685600,2017-02-21 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,12.81,25.99,25.96,27.17,1015,,,44,1.54,20,,,,,,0,800,Clear,sky is clear,01d
1487689200,2017-02-21 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,11.99,28.19,28.96,29.17,1015,,,35,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1487692800,2017-02-21 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,11.98,28.98,29.96,31.17,1015,,,33,3.1,160,,,,,,0,800,Clear,sky is clear,01d
1487696400,2017-02-21 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.99,10000,11.74,30.69,31.96,32.17,1014,,,29,4.12,150,,,,,,0,800,Clear,sky is clear,01d
1487700000,2017-02-21 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,33.12,10000,11.63,31.74,32.96,33.96,1013,,,27,4.12,160,,,,,,0,800,Clear,sky is clear,01d
1487703600,2017-02-21 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,33.99,10000,12.92,32.94,33.96,34.17,1013,,,28,6.2,200,,,,,,0,800,Clear,sky is clear,01d
1487707200,2017-02-21 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,33.99,10000,11.79,32.65,33.96,34.17,1012,,,26,6.2,200,,,,,,0,800,Clear,sky is clear,01d
1487710800,2017-02-21 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,32.99,10000,13.62,32.13,32.96,34.17,1012,,,31,6.2,230,,,,,,0,800,Clear,sky is clear,01d
1487714400,2017-02-21 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.99,10000,13.72,31.18,31.96,33.17,1012,,,33,7.2,230,,,,,,0,800,Clear,sky is clear,01d
1487718000,2017-02-21 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,13.72,29.35,29.96,31.17,1012,,,37,6.7,220,,,,,,0,800,Clear,sky is clear,01d
1487721600,2017-02-22 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,12.76,27.59,27.96,28.16,1013,,,39,5.7,220,,,,,,0,800,Clear,sky is clear,01n
1487725200,2017-02-22 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.38,10000,12.22,27.1,23.4,31.46,1013,,,39,5.14,190,,,,,,0,800,Clear,sky is clear,01n
1487728800,2017-02-22 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.63,10000,12.58,24.38,20.09,28.44,1014,,,47,3.1,140,,,,,,0,800,Clear,sky is clear,01n
1487732400,2017-02-22 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.36,10000,12.36,23.06,18.53,27.25,1013,,,50,2.1,130,,,,,,0,800,Clear,sky is clear,01n
1487736000,2017-02-22 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,10000,12.91,22.73,18.3,27.22,1013,,,53,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1487739600,2017-02-22 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.85,10000,13.74,21.66,17.47,26.51,1012,,,60,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1487743200,2017-02-22 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,12.94,20.71,20.26,21.01,1012,,,60,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1487746800,2017-02-22 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.63,10000,12.48,21.31,17.32,26.09,1011,,,56,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1487750400,2017-02-22 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.6,10000,13.56,20.39,16.75,25.43,1011,,,64,1.54,320,,,,,,0,800,Clear,sky is clear,01n
1487754000,2017-02-22 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.99,10000,12.98,19.72,18.36,20.01,1011,,,64,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1487757600,2017-02-22 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.13,8000,13.82,19.95,16.71,25.29,1011,,,67,2.6,30,,,,,,0,800,Clear,sky is clear,01n
1487761200,2017-02-22 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,8000,11.78,17.59,17.96,20.17,1012,,,67,1.54,360,,,,,,0,800,Clear,sky is clear,01d
1487764800,2017-02-22 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.84,8000,13.22,21.59,20.96,22.01,1012,,,58,1.54,30,,,,,,0,800,Clear,sky is clear,01d
1487768400,2017-02-22 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.99,8000,12.91,24.77,24.17,25.01,1012,,,47,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1487772000,2017-02-22 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,13,26.96,26.96,27.17,1011,,,42,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1487775600,2017-02-22 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,13.65,28.51,28.96,29.17,1011,,,39,3.6,180,,,,,,0,800,Clear,sky is clear,01d
1487779200,2017-02-22 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,13.72,29.35,29.96,31.17,1011,,,37,4.12,150,,,,,,0,800,Clear,sky is clear,01d
1487782800,2017-02-22 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,13.75,30.25,30.96,31.17,1010,,,35,5.14,180,,,,,,0,800,Clear,sky is clear,01d
1487786400,2017-02-22 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,32.01,10000,13.73,31.2,31.96,32.17,1009,,,33,6.2,210,,,,,,0,800,Clear,sky is clear,01d
1487790000,2017-02-22 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31.99,10000,13.72,31.18,31.96,33.17,1010,,,33,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1487793600,2017-02-22 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.77,10000,14.73,29.43,26.23,34.08,1009,,,40,8.23,210,,,,,,0,800,Clear,sky is clear,01d
